,Restaurant,Location,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time,City,Location1,Rating_bins,CusineCount
6392,ID_1686,"Dockyard Road, Mumbai CST Area","Chinese, Thai, Seafood",200.0,99,3.6,194.0,51.0,65,Mumbai,"Dockyard Road, Mumbai CST Area",3-4,3
6393,ID_4598,"Rmz Centennial, I Gate, Whitefield","South Indian, North Indian, Chinese, Seafood",250.0,50,3.9,729.0,274.0,65,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,4
6394,ID_5772,"Sector 3, Marathalli","Desserts, Ice Cream",150.0,50,4.3,174.0,77.0,65,Bangalore,"Sector 3, Marathalli",4-5,2
6395,ID_945,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, Chinese, Kebab",200.0,50,0.0,0.0,0.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",NoRating,3
6396,ID_2794,"Delhi High Court, India Gate","Beverages, Desserts",200.0,50,3.8,54.0,34.0,30,Delhi,"Delhi High Court, India Gate",3-4,2
6397,ID_6229,"FTI College, Law College Road, Pune","Rolls, Fast Food",150.0,99,3.9,161.0,37.0,30,Pune,"FTI College, Law College Road",3-4,2
6398,ID_6947,"Delhi High Court, India Gate",North Indian,150.0,50,0.0,0.0,0.0,65,Delhi,"Delhi High Court, India Gate",NoRating,1
6399,ID_5801,"Sector 1, Noida",Street Food,100.0,50,4.0,456.0,126.0,45,Noida,Sector 1,3-4,1
6400,ID_7750,"Nathan Road, Mangaldas Road, Pune","Asian, Biryani, North Indian, Desserts",200.0,99,4.0,50.0,34.0,45,Pune,"Nathan Road, Mangaldas Road",3-4,4
6401,ID_1489,"Raja Bazar, Kolkata","Fast Food, Chinese, North Indian",100.0,50,0.0,0.0,0.0,30,Kolkata,Raja Bazar,NoRating,3
6402,ID_7510,"Chandni Chowk, Kolkata","Cafe, Chinese, Fast Food",250.0,50,3.7,276.0,158.0,65,Kolkata,Chandni Chowk,3-4,3
6403,ID_3002,"Panjetan Colony, Malakpet, Hyderabad",South Indian,100.0,50,3.7,149.0,21.0,30,Hyderabad,"Panjetan Colony, Malakpet",3-4,1
6404,ID_8589,"Nathan Road, Mangaldas Road, Pune",Street Food,100.0,50,3.3,7.0,3.0,30,Pune,"Nathan Road, Mangaldas Road",3-4,1
6405,ID_7227,"FTI College, Law College Road, Pune",Street Food,50.0,50,0.0,0.0,0.0,30,Pune,"FTI College, Law College Road",NoRating,1
6406,ID_4319,"Yerawada, Pune, Maharashtra","North Indian, Chinese, Mughlai",300.0,50,3.7,81.0,42.0,45,Mumbai,"Yerawada, Pune, Maharashtra",3-4,3
6407,ID_6544,"Mico Layout, Stage 2, BTM Layout,Bangalore","Arabian, North Indian, Chinese, Fast Food",350.0,50,4.0,477.0,184.0,65,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,4
6408,ID_4058,"D-Block, Sector 63, Noida","North Indian, Fast Food",150.0,50,3.5,20.0,7.0,30,Noida,"D-Block, Sector 63",3-4,2
6409,ID_4999,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Healthy Food, Continental",100.0,50,3.5,28.0,5.0,45,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,2
6410,ID_6840,"FTI College, Law College Road, Pune","North Indian, Maharashtrian",100.0,50,0.0,0.0,0.0,30,Pune,"FTI College, Law College Road",NoRating,2
6411,ID_2734,"MG Road, Pune","Bakery, Desserts, Cafe",300.0,50,4.4,812.0,457.0,45,Pune,MG Road,4-5,3
6412,ID_2360,"Delhi Administration Flats, Timarpur","North Indian, Italian, Afghan, Turkish, Arabian",400.0,50,3.9,196.0,90.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,5
6413,ID_5820,"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese, Continental, Salad",550.0,50,4.3,2618.0,1246.0,65,Pune,"Nathan Road, Mangaldas Road",4-5,4
6414,ID_3681,"FTI College, Law College Road, Pune",South Indian,100.0,50,3.9,78.0,30.0,30,Pune,"FTI College, Law College Road",3-4,1
6415,ID_640,"Chandni Chowk, Kolkata","North Indian, Street Food, Beverages",200.0,50,4.0,2090.0,1046.0,45,Kolkata,Chandni Chowk,3-4,3
6416,ID_4638,"Moulali, Kolkata",South Indian,100.0,50,0.0,0.0,0.0,30,Kolkata,Moulali,NoRating,1
6417,ID_2662,"Delhi Administration Flats, Timarpur","North Indian, Chinese, Fast Food",100.0,50,3.4,25.0,7.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,3
6418,ID_6566,Delhi Cantt.,"Cafe, Healthy Food",200.0,50,4.0,136.0,88.0,30,Delhi,Delhi Cantt.,3-4,2
6419,ID_3363,"Nathan Road, Mangaldas Road, Pune","Maharashtrian, North Indian",250.0,50,2.9,7.0,2.0,45,Pune,"Nathan Road, Mangaldas Road",2-3,2
6420,ID_1598,"Rmz Centennial, I Gate, Whitefield","Bakery, Continental, Pizza, Desserts",150.0,50,4.0,564.0,280.0,120,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,4
6421,ID_6614,"Delhi Administration Flats, Timarpur","Beverages, Ice Cream",100.0,50,3.4,13.0,3.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,2
6422,ID_1677,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Beverages, Juices",100.0,50,3.4,6.0,3.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,3
6423,ID_2728,"Delhi Administration Flats, Timarpur","North Indian, Chinese",200.0,50,3.1,7.0,0.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,2
6424,ID_6324,"Delhi High Court, India Gate","Parsi, Street Food, Beverages",600.0,99,4.5,1676.0,971.0,65,Delhi,"Delhi High Court, India Gate",4-5,3
6425,ID_4736,"Sector 63A,Gurgaon","Desserts, Beverages",100.0,50,3.2,8.0,7.0,30,Gurgaon,Sector 63A,3-4,2
6426,ID_4096,"D-Block, Sector 63, Noida","North Indian, Chinese",250.0,0,3.2,10.0,1.0,30,Noida,"D-Block, Sector 63",3-4,2
6427,ID_7408,"D-Block, Sector 63, Noida","North Indian, Chinese",250.0,50,3.8,167.0,116.0,45,Noida,"D-Block, Sector 63",3-4,2
6428,ID_4859,"D-Block, Sector 63, Noida","North Indian, Mughlai, Chinese",500.0,50,3.6,421.0,270.0,65,Noida,"D-Block, Sector 63",3-4,3
6429,ID_1544,"Dockyard Road, Mumbai CST Area",Street Food,100.0,50,3.3,9.0,4.0,45,Mumbai,"Dockyard Road, Mumbai CST Area",3-4,1
6430,ID_5038,"D-Block, Sector 63, Noida","North Indian, Chinese, Bihari",100.0,50,3.4,27.0,12.0,30,Noida,"D-Block, Sector 63",3-4,3
6431,ID_6766,Delhi Cantt.,North Indian,100.0,50,3.7,65.0,19.0,45,Delhi,Delhi Cantt.,3-4,1
6432,ID_7371,"D-Block, Sector 63, Noida","North Indian, Rolls",200.0,50,3.5,26.0,13.0,30,Noida,"D-Block, Sector 63",3-4,2
6433,ID_627,"Sandhurst Road, Mumbai CST Area",Fast Food,200.0,50,3.9,127.0,46.0,45,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,1
6434,ID_7057,Mumbai Central,"North Indian, Chinese",300.0,0,3.6,102.0,48.0,45,Mumbai,Mumbai Central,3-4,2
6435,ID_3527,"Mico Layout, Stage 2, BTM Layout,Bangalore","Street Food, Fast Food",200.0,50,3.0,7.0,1.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",2-3,2
6436,ID_7248,"Sandhurst Road, Mumbai CST Area","Japanese, Sushi",300.0,50,3.8,221.0,115.0,45,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,2
6437,ID_4625,"MG Road, Pune","Fast Food, North Eastern, Momos",100.0,50,2.9,6.0,6.0,30,Pune,MG Road,2-3,3
6438,ID_7174,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Bakery,100.0,50,3.6,54.0,31.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,1
6439,ID_4642,"Sector 14, Noida","North Indian, Mughlai, Chinese",300.0,50,3.7,238.0,28.0,45,Noida,Sector 14,3-4,3
6440,ID_258,"Sector 1, Noida","Mughlai, Biryani, Kebab",300.0,50,4.1,722.0,382.0,30,Noida,Sector 1,4-5,3
6441,ID_3482,"Delhi Administration Flats, Timarpur",Fast Food,100.0,50,3.2,16.0,4.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,1
6442,ID_1528,"Sector 63A,Gurgaon","Fast Food, Biryani, North Indian, Rolls",150.0,50,4.0,237.0,150.0,45,Gurgaon,Sector 63A,3-4,4
6443,ID_2783,"Mico Layout, Stage 2, BTM Layout,Bangalore","Ice Cream, Desserts, Fast Food",200.0,50,0.0,0.0,0.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",NoRating,3
6444,ID_6644,"Sector 63A,Gurgaon",North Indian,150.0,50,0.0,0.0,0.0,30,Gurgaon,Sector 63A,NoRating,1
6445,ID_4148,"Sector 63A,Gurgaon","Gujarati, North Indian",200.0,50,3.4,15.0,11.0,30,Gurgaon,Sector 63A,3-4,2
6446,ID_3275,"MG Road, Pune","Continental, North Indian, Chinese",300.0,50,3.6,285.0,191.0,45,Pune,MG Road,3-4,3
6447,ID_3590,"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,100.0,50,3.3,8.0,4.0,45,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,1
6448,ID_4059,"Babarpur, New Delhi, Delhi",Healthy Food,100.0,50,0.0,0.0,0.0,30,Delhi,"Babarpur, New Delhi",NoRating,1
6449,ID_6363,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, North Indian, Chinese",150.0,50,3.5,64.0,33.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,3
6450,ID_2245,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Healthy Food,100.0,50,3.3,13.0,8.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,1
6451,ID_5213,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Kerala",200.0,50,3.8,398.0,53.0,45,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,2
6452,ID_950,"Sector 14, Noida",North Indian,150.0,50,3.6,32.0,20.0,30,Noida,Sector 14,3-4,1
6453,ID_4641,Delhi University-GTB Nagar,Bakery,200.0,50,3.5,28.0,11.0,30,Delhi,Delhi University-GTB Nagar,3-4,1
6454,ID_5206,Delhi Cantt.,"North Indian, Chinese",150.0,50,3.4,90.0,28.0,45,Delhi,Delhi Cantt.,3-4,2
6455,ID_183,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, North Indian, Chinese",150.0,50,4.0,406.0,140.0,45,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,3
6456,ID_2094,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Chinese,150.0,50,3.8,341.0,80.0,45,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,1
6457,ID_1207,"Yerawada, Pune, Maharashtra","Cafe, Fast Food, Desserts, Beverages",200.0,50,2.5,74.0,39.0,45,Mumbai,"Yerawada, Pune, Maharashtra",2-3,4
6458,ID_8484,"Nathan Road, Mangaldas Road, Pune",Asian,200.0,50,3.2,30.0,4.0,45,Pune,"Nathan Road, Mangaldas Road",3-4,1
6459,ID_2678,"Delhi Administration Flats, Timarpur",North Indian,300.0,50,0.0,0.0,0.0,65,Delhi,"Delhi Administration Flats, Timarpur",NoRating,1
6460,ID_6144,Pune University,"Desserts, Beverages",100.0,50,3.1,6.0,2.0,30,Pune,Pune University,3-4,2
6461,ID_594,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, North Indian",200.0,50,3.5,37.0,11.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,2
6462,ID_7586,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Chinese, North Indian, Street Food",150.0,50,3.6,0.0,0.0,30,Kolkata,"Gora Bazar, Rajbari, North Dumdum",3-4,3
6463,ID_1487,"Rmz Centennial, I Gate, Whitefield","Fast Food, Tea, Beverages",100.0,50,4.1,158.0,28.0,45,Bangalore,"Rmz Centennial, I Gate, Whitefield",4-5,3
6464,ID_8651,"Rmz Centennial, I Gate, Whitefield","Desserts, Beverages",200.0,50,4.2,180.0,114.0,65,Bangalore,"Rmz Centennial, I Gate, Whitefield",4-5,2
6465,ID_3565,"Rmz Centennial, I Gate, Whitefield","Biryani, Mughlai, Chinese, Arabian",300.0,50,3.7,572.0,167.0,45,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,4
6466,ID_3208,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Healthy Food,100.0,50,0.0,0.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",NoRating,1
6467,ID_7655,"FTI College, Law College Road, Pune",Fast Food,100.0,50,3.4,15.0,2.0,30,Pune,"FTI College, Law College Road",3-4,1
6468,ID_6596,"Panjetan Colony, Malakpet, Hyderabad",Ice Cream,150.0,50,3.5,40.0,4.0,30,Hyderabad,"Panjetan Colony, Malakpet",3-4,1
6469,ID_6495,"Sector 3, Marathalli","South Indian, North Indian, Chinese",100.0,50,0.0,0.0,0.0,30,Bangalore,"Sector 3, Marathalli",NoRating,3
6470,ID_690,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mithai, South Indian, Street Food",200.0,50,0.0,0.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",NoRating,3
6471,ID_2398,Mumbai Central,"Italian, Mexican",550.0,50,4.3,748.0,387.0,30,Mumbai,Mumbai Central,4-5,2
6472,ID_936,"Sandhurst Road, Mumbai CST Area",Biryani,150.0,50,3.7,279.0,90.0,65,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,1
6473,ID_4883,Delhi University-GTB Nagar,"Bakery, Desserts, Fast Food",200.0,50,4.3,1739.0,823.0,30,Delhi,Delhi University-GTB Nagar,4-5,3
6474,ID_8605,"Dockyard Road, Mumbai CST Area","North Indian, Desserts, Beverages",200.0,50,3.0,8.0,7.0,30,Mumbai,"Dockyard Road, Mumbai CST Area",2-3,3
6475,ID_1992,"Mico Layout, Stage 2, BTM Layout,Bangalore","Finger Food, North Indian, Seafood, Mangalorean, Chinese",400.0,50,3.9,30.0,19.0,65,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,5
6476,ID_6398,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Bakery",100.0,50,3.5,30.0,15.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,2
6477,ID_8494,"D-Block, Sector 63, Noida","North Indian, Chinese, Biryani, Rolls",200.0,50,3.9,648.0,209.0,45,Noida,"D-Block, Sector 63",3-4,4
6478,ID_1623,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, Sandwich",150.0,50,0.0,0.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",NoRating,2
6479,ID_4937,Majestic,Desserts,100.0,50,3.7,29.0,13.0,45,Bangalore,Majestic,3-4,1
6480,ID_1916,"Sector 14, Noida",Bakery,150.0,50,3.4,17.0,8.0,30,Noida,Sector 14,3-4,1
6481,ID_7955,Delhi Cantt.,"North Indian, Chinese",300.0,50,3.6,66.0,28.0,45,Delhi,Delhi Cantt.,3-4,2
6482,ID_5605,"Moulali, Kolkata","North Indian, South Indian, Continental",400.0,99,4.3,1028.0,728.0,65,Kolkata,Moulali,4-5,3
6483,ID_632,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mithai, Fast Food, Chinese, North Indian, South Indian",200.0,50,3.4,54.0,13.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,5
6484,ID_3517,"Sector 3, Marathalli","Biryani, North Indian, Chinese",250.0,50,3.3,38.0,19.0,30,Bangalore,"Sector 3, Marathalli",3-4,3
6485,ID_3743,"FTI College, Law College Road, Pune","North Indian, Chinese, South Indian",200.0,50,3.6,20.0,12.0,30,Pune,"FTI College, Law College Road",3-4,3
6486,ID_8170,"Sector 14, Noida",North Indian,200.0,50,3.1,15.0,9.0,30,Noida,Sector 14,3-4,1
6487,ID_6990,Delhi University-GTB Nagar,South Indian,150.0,50,2.3,61.0,28.0,30,Delhi,Delhi University-GTB Nagar,2-3,1
6488,ID_3234,"Delhi High Court, India Gate","North Indian, Mughlai",200.0,50,3.2,268.0,85.0,45,Delhi,"Delhi High Court, India Gate",3-4,2
6489,ID_7003,"Sector 63A,Gurgaon","Chinese, Asian",200.0,50,3.7,212.0,125.0,30,Gurgaon,Sector 63A,3-4,2
6490,ID_6632,"Sandhurst Road, Mumbai CST Area","Chinese, Fast Food, Ice Cream, Beverages",250.0,50,3.7,212.0,101.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,4
6491,ID_809,"Tejas Nagar Colony, Wadala West, Mumbai","Fast Food, Bakery",150.0,50,0.0,0.0,0.0,30,Mumbai,"Tejas Nagar Colony, Wadala West",NoRating,2
6492,ID_8505,"Sector 1, Noida","North Indian, Chinese",250.0,50,3.3,43.0,18.0,65,Noida,Sector 1,3-4,2
6493,ID_3188,Majestic,"Cafe, South Indian",150.0,50,3.4,37.0,18.0,45,Bangalore,Majestic,3-4,2
6494,ID_6915,Mumbai Central,"European, Italian, American, Salad",1000.0,50,4.2,2139.0,1131.0,45,Mumbai,Mumbai Central,4-5,4
6495,ID_8075,"Sector 1, Noida","Chinese, North Indian, Rolls",200.0,50,3.7,101.0,26.0,45,Noida,Sector 1,3-4,3
6496,ID_1006,"Sandhurst Road, Mumbai CST Area",Lebanese,100.0,50,3.7,60.0,23.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,1
6497,ID_5924,Delhi University-GTB Nagar,Mughlai,200.0,50,0.0,0.0,0.0,30,Delhi,Delhi University-GTB Nagar,NoRating,1
6498,ID_2372,"FTI College, Law College Road, Pune","North Indian, Chinese, Fast Food, Mughlai",300.0,50,3.0,8.0,4.0,45,Pune,"FTI College, Law College Road",2-3,4
6499,ID_8155,"Sector 14, Noida","North Indian, Chinese, Fast Food, Beverages",100.0,50,3.3,11.0,2.0,30,Noida,Sector 14,3-4,4
6500,ID_4905,"Sector 63A,Gurgaon","Street Food, North Indian",200.0,50,3.6,8.0,2.0,30,Gurgaon,Sector 63A,3-4,2
6501,ID_2474,"Delhi High Court, India Gate","Chinese, North Indian, Seafood",250.0,50,3.6,42.0,25.0,45,Delhi,"Delhi High Court, India Gate",3-4,3
6502,ID_7349,"Sector 63A,Gurgaon","Chinese, North Indian",200.0,50,3.2,6.0,3.0,30,Gurgaon,Sector 63A,3-4,2
6503,ID_7903,"Sector 3, Marathalli","Continental, Andhra, North Indian, Pizza, Chinese, Desserts, Beverages",400.0,50,4.2,433.0,328.0,30,Bangalore,"Sector 3, Marathalli",4-5,7
6504,ID_554,"Chatta Bazaar, Malakpet, Hyderabad","North Indian, Chinese, Biryani",200.0,50,3.4,148.0,25.0,45,Hyderabad,"Chatta Bazaar, Malakpet",3-4,3
6505,ID_7382,Delhi University-GTB Nagar,"Asian, Japanese, Chinese, Thai, Malaysian, Sushi, Vietnamese",550.0,50,4.1,150.0,75.0,30,Delhi,Delhi University-GTB Nagar,4-5,7
6506,ID_3221,Delhi University-GTB Nagar,"Bakery, Fast Food",150.0,50,3.1,4.0,2.0,30,Delhi,Delhi University-GTB Nagar,3-4,2
6507,ID_5600,Delhi University-GTB Nagar,"Rolls, Chinese",100.0,50,3.1,4.0,0.0,30,Delhi,Delhi University-GTB Nagar,3-4,2
6508,ID_5046,"Sector 3, Marathalli",South Indian,100.0,50,3.2,242.0,72.0,30,Bangalore,"Sector 3, Marathalli",3-4,1
6509,ID_2330,"Hyderabad Public School, Begumpet",South Indian,50.0,50,3.0,4.0,0.0,30,Hyderabad,"Hyderabad Public School, Begumpet",2-3,1
6510,ID_8085,Delhi University-GTB Nagar,North Indian,200.0,50,0.0,0.0,0.0,45,Delhi,Delhi University-GTB Nagar,NoRating,1
6511,ID_1197,"FTI College, Law College Road, Pune","Fast Food, Chinese, South Indian",150.0,50,2.5,12.0,9.0,30,Pune,"FTI College, Law College Road",2-3,3
6512,ID_7592,"D-Block, Sector 63, Noida","Burger, Fast Food, Beverages",150.0,50,3.7,24.0,13.0,30,Noida,"D-Block, Sector 63",3-4,3
6513,ID_6832,"Moulali, Kolkata",Mishti,150.0,50,0.0,0.0,0.0,30,Kolkata,Moulali,NoRating,1
6514,ID_3576,"Sector 14, Noida","North Indian, Mughlai, Chinese",250.0,99,3.6,365.0,125.0,65,Noida,Sector 14,3-4,3
6515,ID_6774,Mumbai Central,"Chinese, North Indian, Fast Food, Biryani",150.0,50,2.8,4.0,3.0,30,Mumbai,Mumbai Central,2-3,4
6516,ID_8519,"Sector 1, Noida","North Indian, Chinese, Rolls",200.0,50,0.0,0.0,0.0,30,Noida,Sector 1,NoRating,3
6517,ID_3924,Majestic,"Street Food, Ice Cream",50.0,50,4.1,480.0,178.0,30,Bangalore,Majestic,4-5,2
6518,ID_2036,"Sector 3, Marathalli","North Indian, Biryani, Mughlai, Kebab",350.0,50,3.7,203.0,93.0,65,Bangalore,"Sector 3, Marathalli",3-4,4
6519,ID_8326,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",150.0,50,3.7,90.0,39.0,45,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,2
6520,ID_8058,"FTI College, Law College Road, Pune",Beverages,100.0,50,3.4,12.0,5.0,30,Pune,"FTI College, Law College Road",3-4,1
6521,ID_8634,"Dockyard Road, Mumbai CST Area","Mughlai, Seafood, Chinese, North Indian",200.0,50,3.6,172.0,63.0,30,Mumbai,"Dockyard Road, Mumbai CST Area",3-4,4
6522,ID_365,"Panjetan Colony, Malakpet, Hyderabad","South Indian, Fast Food",100.0,99,3.8,418.0,30.0,45,Hyderabad,"Panjetan Colony, Malakpet",3-4,2
6523,ID_371,"FTI College, Law College Road, Pune","North Indian, Seafood",200.0,50,3.2,14.0,2.0,30,Pune,"FTI College, Law College Road",3-4,2
6524,ID_7155,"Tejas Nagar Colony, Wadala West, Mumbai",Ice Cream,100.0,50,0.0,0.0,0.0,30,Mumbai,"Tejas Nagar Colony, Wadala West",NoRating,1
6525,ID_1081,"FTI College, Law College Road, Pune",Rolls,150.0,50,3.9,640.0,174.0,30,Pune,"FTI College, Law College Road",3-4,1
6526,ID_6614,Delhi University-GTB Nagar,"Beverages, Ice Cream",100.0,50,3.4,13.0,3.0,30,Delhi,Delhi University-GTB Nagar,3-4,2
6527,ID_4269,Delhi University-GTB Nagar,"Mithai, Street Food",100.0,50,3.7,100.0,26.0,30,Delhi,Delhi University-GTB Nagar,3-4,2
6528,ID_2733,"Sector 1, Noida","Continental, Sandwich, Burger",300.0,50,0.0,0.0,0.0,30,Noida,Sector 1,NoRating,3
6529,ID_3970,Pune University,"Burger, Fast Food",200.0,50,3.9,270.0,51.0,45,Pune,Pune University,3-4,2
6530,ID_811,"Sector 14, Noida",Fast Food,150.0,99,3.7,127.0,36.0,65,Noida,Sector 14,3-4,1
6531,ID_11,"Nathan Road, Mangaldas Road, Pune","North Indian, Mughlai, Salad",900.0,50,4.2,1882.0,848.0,30,Pune,"Nathan Road, Mangaldas Road",4-5,3
6532,ID_344,"MG Road, Pune",Street Food,100.0,50,3.0,4.0,2.0,30,Pune,MG Road,2-3,1
6533,ID_89,"Sector 14, Noida","Biryani, North Indian",150.0,50,3.1,4.0,1.0,30,Noida,Sector 14,3-4,2
6534,ID_6570,"Sector 1, Noida","American, Fast Food, Pizza, Burger",200.0,50,3.9,269.0,153.0,45,Noida,Sector 1,3-4,4
6535,ID_7992,"Moulali, Kolkata","Beverages, South Indian, Fast Food",200.0,50,3.6,194.0,107.0,30,Kolkata,Moulali,3-4,3
6536,ID_7564,"Sector 3, Marathalli","Biryani, North Indian",150.0,50,0.0,0.0,0.0,30,Bangalore,"Sector 3, Marathalli",NoRating,2
6537,ID_5516,"Dockyard Road, Mumbai CST Area",Mithai,200.0,50,0.0,0.0,0.0,30,Mumbai,"Dockyard Road, Mumbai CST Area",NoRating,1
6538,ID_1961,"FTI College, Law College Road, Pune","North Indian, Chinese",200.0,50,3.8,82.0,44.0,30,Pune,"FTI College, Law College Road",3-4,2
6539,ID_5294,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",200.0,50,3.7,22.0,13.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,2
6540,ID_2203,"D-Block, Sector 63, Noida","North Indian, Chinese, Rolls",200.0,50,0.0,0.0,0.0,30,Noida,"D-Block, Sector 63",NoRating,3
6541,ID_579,"Dockyard Road, Mumbai CST Area",Biryani,150.0,50,0.0,0.0,0.0,30,Mumbai,"Dockyard Road, Mumbai CST Area",NoRating,1
6542,ID_168,"Tejas Nagar Colony, Wadala West, Mumbai",Bakery,50.0,50,3.7,25.0,13.0,30,Mumbai,"Tejas Nagar Colony, Wadala West",3-4,1
6543,ID_4380,"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,150.0,50,3.1,7.0,1.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,1
6544,ID_880,"Sector 63A,Gurgaon","Biryani, North Indian",200.0,50,3.5,23.0,14.0,45,Gurgaon,Sector 63A,3-4,2
6545,ID_1115,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian, Fast Food",100.0,50,3.3,21.0,9.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,3
6546,ID_1911,"Sector 1, Noida",Ice Cream,100.0,50,0.0,0.0,0.0,30,Noida,Sector 1,NoRating,1
6547,ID_8627,"D-Block, Sector 63, Noida","North Indian, Fast Food",150.0,50,2.8,6.0,3.0,30,Noida,"D-Block, Sector 63",2-3,2
6548,ID_3555,"Nathan Road, Mangaldas Road, Pune",South Indian,100.0,50,3.7,50.0,30.0,30,Pune,"Nathan Road, Mangaldas Road",3-4,1
6549,ID_665,Majestic,"Street Food, Fast Food",50.0,50,3.5,10.0,4.0,30,Bangalore,Majestic,3-4,2
6550,ID_4602,"Yerawada, Pune, Maharashtra","North Indian, Lebanese, Mediterranean, Mughlai",350.0,50,3.8,1710.0,895.0,30,Mumbai,"Yerawada, Pune, Maharashtra",3-4,4
6551,ID_3609,"Sandhurst Road, Mumbai CST Area","Burger, American, Fast Food",200.0,50,3.2,4.0,4.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,3
6552,ID_3596,"D-Block, Sector 63, Noida","North Indian, Chinese",200.0,50,4.2,92.0,70.0,30,Noida,"D-Block, Sector 63",4-5,2
6553,ID_838,"Mico Layout, Stage 2, BTM Layout,Bangalore",Rajasthani,150.0,50,3.8,97.0,39.0,45,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,1
6554,ID_3900,Majestic,"Mithai, Street Food",200.0,50,4.1,77.0,11.0,45,Bangalore,Majestic,4-5,2
6555,ID_2483,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Fast Food, Biryani, Rolls, Wraps",250.0,50,3.8,302.0,102.0,65,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,5
6556,ID_3110,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian",200.0,50,2.9,6.0,3.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",2-3,2
