Restaurant,Count,City,Average_Cost,Rating,Votes,Reviews
ID_4963,1,1,150.0,0.0,0.0,0.0
ID_4964,1,1,200.0,3.8,113.0,51.0
ID_4965,1,1,400.0,4.0,189.0,132.0
ID_4966,1,1,250.0,0.0,0.0,0.0
ID_4967,1,1,200.0,3.4,33.0,12.0
ID_4969,1,1,150.0,3.1,9.0,3.0
ID_497,2,2,550.0,4.4,2687.0,1319.0
ID_4970,2,1,50.0,3.8,70.0,24.0
ID_4971,1,1,100.0,0.0,0.0,0.0
ID_4972,2,1,150.0,0.0,0.0,0.0
ID_4973,2,1,550.0,4.2,1319.0,659.0
ID_4974,1,1,300.0,4.0,319.0,90.0
ID_4975,1,1,200.0,0.0,0.0,0.0
ID_4976,1,1,100.0,0.0,0.0,0.0
ID_4978,1,1,200.0,3.8,36.0,21.0
ID_4979,1,1,200.0,3.8,28.0,11.0
ID_498,2,1,150.0,4.1,69.5,41.5
ID_4980,2,1,150.0,3.4,29.0,11.0
ID_4981,1,1,850.0,4.2,512.0,237.0
ID_4983,1,1,200.0,3.7,171.0,92.0
ID_4984,2,1,200.0,4.1,568.0,133.0
ID_4985,1,1,200.0,0.0,0.0,0.0
ID_4987,2,1,100.0,3.4,9.0,4.0
ID_4989,1,1,150.0,3.7,46.0,12.0
ID_499,1,1,100.0,3.9,62.0,10.0
ID_4990,1,1,200.0,0.0,0.0,0.0
ID_4992,1,1,200.0,0.0,0.0,0.0
ID_4993,1,1,200.0,0.0,0.0,0.0
ID_4994,1,1,200.0,3.5,57.0,10.0
ID_4995,1,1,100.0,3.3,11.0,1.0
ID_4996,1,1,150.0,3.8,31.0,16.0
ID_4997,1,1,200.0,3.2,37.0,7.0
ID_4998,1,1,200.0,3.4,37.0,15.0
ID_4999,1,1,100.0,3.5,28.0,5.0
ID_5,1,1,250.0,3.4,9.0,9.0
ID_500,1,1,50.0,4.1,454.0,204.0
ID_5000,1,1,100.0,2.9,13.0,10.0
ID_5001,1,1,200.0,3.7,86.0,42.0
ID_5002,4,2,125.0,1.65,8.5,5.0
ID_5003,1,1,150.0,3.5,4.0,2.0
ID_5004,1,1,150.0,3.7,16.0,10.0
ID_5005,1,1,200.0,3.2,7.0,2.0
ID_5007,1,1,100.0,3.2,7.0,5.0
ID_5008,4,2,262.5,3.45,275.5,166.0
ID_5009,2,1,200.0,3.7,52.0,36.0
ID_501,1,1,250.0,0.0,0.0,0.0
ID_5010,1,1,750.0,4.1,604.0,331.0
ID_5011,1,1,150.0,4.2,371.0,110.0
ID_5012,1,1,100.0,4.0,373.0,96.0
ID_5015,1,1,150.0,3.0,4.0,1.0
ID_5017,1,1,200.0,3.1,7.0,1.0
ID_5018,3,1,100.0,3.2,7.0,3.0
ID_5019,1,1,100.0,3.7,15.0,3.0
ID_502,2,1,150.0,3.35,10.5,1.5
ID_5020,1,1,100.0,3.9,69.0,17.0
ID_5021,3,1,100.0,3.6,1094.0,249.0
ID_5022,2,1,200.0,3.5,63.0,8.0
ID_5023,1,1,200.0,2.9,108.0,71.0
ID_5024,1,1,100.0,0.0,0.0,0.0
ID_5025,1,1,150.0,3.9,357.0,134.0
ID_5027,1,1,200.0,0.0,0.0,0.0
ID_5028,2,2,250.0,4.05,1093.5,522.5
ID_5029,1,1,600.0,3.9,200.0,78.0
ID_5031,1,1,100.0,3.3,5.0,2.0
ID_5033,4,1,50.0,4.2,425.0,131.0
ID_5035,1,1,150.0,2.4,92.0,41.0
ID_5036,1,1,100.0,3.2,6.0,3.0
ID_5037,1,1,50.0,4.5,200.0,118.0
ID_5038,1,1,100.0,3.4,27.0,12.0
ID_5039,1,1,100.0,3.9,627.0,100.0
ID_504,1,1,200.0,4.3,300.0,99.0
ID_5040,1,1,300.0,4.3,856.0,370.0
ID_5042,1,1,150.0,3.4,14.0,8.0
ID_5043,1,1,100.0,3.7,28.0,7.0
ID_5044,1,1,50.0,4.1,103.0,31.0
ID_5046,2,1,100.0,3.5,142.5,43.5
ID_5047,1,1,50.0,3.7,14.0,5.0
ID_5049,1,1,100.0,0.0,0.0,0.0
ID_505,1,1,300.0,3.5,106.0,43.0
ID_5050,3,1,50.0,3.5,59.0,17.0
ID_5052,1,1,150.0,3.6,26.0,7.0
ID_5053,1,1,300.0,3.6,579.0,100.0
ID_5054,3,2,500.0,4.2,1825.67,1251.0
ID_5057,3,1,200.0,3.8,582.0,256.0
ID_5058,1,1,200.0,3.5,34.0,8.0
ID_5059,1,1,100.0,3.8,24.0,15.0
ID_506,1,1,100.0,3.4,16.0,11.0
ID_5060,1,1,100.0,3.9,87.0,21.0
ID_5061,1,1,100.0,3.6,19.0,2.0
ID_5062,2,1,200.0,3.5,114.0,54.0
ID_5063,2,1,200.0,3.5,32.0,10.0
ID_5065,1,1,150.0,3.8,113.0,51.0
ID_5066,1,1,100.0,3.1,4.0,1.0
ID_5067,1,1,350.0,3.4,22.0,9.0
ID_5068,1,1,350.0,0.0,0.0,0.0
ID_507,2,1,100.0,4.1,71.5,28.0
ID_5070,1,1,150.0,3.5,39.0,19.0
ID_5071,2,1,200.0,0.0,0.0,0.0
ID_5072,1,1,150.0,3.5,149.0,87.0
ID_5073,1,1,150.0,0.0,0.0,0.0
ID_5074,1,1,200.0,3.8,231.0,139.0
ID_5076,1,1,100.0,3.7,27.0,5.0
ID_5077,1,1,400.0,4.0,288.0,147.0
ID_5078,1,1,200.0,3.2,4.0,3.0
ID_5079,3,2,400.0,3.7,199.0,96.0
ID_508,1,1,150.0,4.0,133.0,43.0
ID_5080,2,1,150.0,3.0,6.0,0.0
ID_5081,2,2,150.0,0.0,0.0,0.0
ID_5083,1,1,100.0,3.1,4.0,2.0
ID_5084,5,2,110.0,4.16,311.6,113.2
ID_5085,1,1,50.0,3.6,9.0,3.0
ID_5086,1,1,150.0,4.6,4109.0,2303.0
ID_5087,1,1,200.0,3.4,5.0,1.0
ID_5089,1,1,200.0,3.8,53.0,17.0
ID_509,1,1,200.0,0.0,0.0,0.0
ID_5090,3,2,200.0,3.9,327.0,173.0
ID_5091,1,1,200.0,0.0,0.0,0.0
ID_5093,6,2,200.0,3.17,26.83,21.83
ID_5094,1,1,100.0,3.6,26.0,5.0
ID_5095,1,1,100.0,3.6,7.0,4.0
ID_5096,3,2,250.0,3.7,21.0,11.0
ID_5097,3,1,150.0,3.7,53.0,18.0
ID_5098,1,1,350.0,3.2,7.0,2.0
ID_5099,1,1,200.0,3.5,45.0,23.0
ID_510,1,1,200.0,3.5,33.0,21.0
ID_5100,1,1,100.0,0.0,0.0,0.0
ID_5101,3,2,166.67,1.17,23.0,3.67
ID_5102,2,1,150.0,3.4,18.0,13.0
ID_5103,2,1,300.0,3.6,38.0,22.0
ID_5105,2,2,200.0,2.9,46.0,10.0
ID_5106,1,1,300.0,2.9,7.0,2.0
ID_5107,2,2,200.0,3.15,40.5,20.0
ID_5108,1,1,200.0,3.1,4.0,3.0
ID_5109,1,1,200.0,0.0,0.0,0.0
ID_511,1,1,100.0,3.2,8.0,2.0
ID_5110,2,1,300.0,3.8,735.0,464.0
ID_5111,5,2,300.0,3.64,126.2,46.0
ID_5112,1,1,250.0,3.5,75.0,13.0
ID_5113,1,1,100.0,0.0,0.0,0.0
ID_5114,1,1,200.0,3.4,295.0,108.0
ID_5115,1,1,200.0,3.5,51.0,20.0
ID_5117,1,1,100.0,3.6,93.0,56.0
ID_5118,2,1,700.0,4.0,439.0,220.0
ID_5119,1,1,250.0,3.7,519.0,208.0
ID_512,1,1,150.0,0.0,0.0,0.0
ID_5120,2,1,200.0,3.4,19.0,15.5
ID_5121,1,1,150.0,3.0,6.0,1.0
ID_5122,4,1,200.0,0.0,0.0,0.0
ID_5123,1,1,200.0,3.2,21.0,2.0
ID_5124,1,1,100.0,3.4,21.0,5.0
ID_5125,2,1,200.0,3.4,20.0,5.0
ID_5126,1,1,350.0,3.7,56.0,29.0
ID_5127,1,1,100.0,3.1,247.0,47.0
ID_5128,1,1,200.0,3.5,48.0,20.0
ID_5129,3,1,50.0,3.7,109.0,24.0
ID_513,1,1,150.0,3.5,31.0,4.0
ID_5130,3,1,100.0,3.4,19.0,0.0
ID_5131,1,1,100.0,4.0,225.0,96.0
ID_5132,1,1,200.0,3.2,5.0,1.0
ID_5133,1,1,150.0,3.5,16.0,1.0
ID_5134,2,1,50.0,2.8,28.0,11.0
ID_5135,1,1,200.0,3.9,305.0,65.0
ID_5136,1,1,150.0,4.0,298.0,66.0
ID_5137,1,1,100.0,3.5,10.0,2.0
ID_5138,2,1,350.0,3.5,273.0,41.0
ID_5139,1,1,300.0,3.4,16.0,5.0
ID_514,1,1,200.0,3.8,36.0,14.0
ID_5140,2,1,100.0,3.5,87.0,23.0
ID_5141,1,1,100.0,3.5,14.0,5.0
ID_5142,1,1,100.0,0.0,0.0,0.0
ID_5143,1,1,150.0,0.0,0.0,0.0
ID_5144,1,1,100.0,3.1,7.0,1.0
ID_5145,3,2,116.67,0.0,0.0,0.0
ID_5146,3,2,250.0,3.4,14.0,2.0
ID_5147,1,1,200.0,0.0,0.0,0.0
ID_5149,1,1,250.0,3.7,248.0,86.0
ID_515,4,1,100.0,3.8,61.0,11.0
ID_5150,1,1,200.0,0.0,0.0,0.0
ID_5151,1,1,100.0,3.2,7.0,4.0
ID_5152,1,1,200.0,0.0,0.0,0.0
ID_5153,1,1,200.0,3.7,123.0,47.0
ID_5154,1,1,400.0,3.8,326.0,158.0
ID_5155,2,1,150.0,0.0,0.0,0.0
ID_5156,1,1,150.0,3.4,23.0,4.0
ID_5157,3,1,150.0,3.2,5.0,1.0
ID_5158,1,1,200.0,3.4,14.0,5.0
ID_5159,2,1,350.0,3.8,186.0,61.0
ID_516,1,1,100.0,3.1,6.0,3.0
ID_5160,1,1,250.0,3.8,47.0,31.0
ID_5161,3,1,100.0,0.0,0.0,0.0
ID_5163,2,1,100.0,3.6,36.0,13.0
ID_5164,1,1,200.0,3.7,104.0,28.0
ID_5165,2,1,150.0,0.0,0.0,0.0
ID_5166,1,1,100.0,3.0,24.0,18.0
ID_5167,1,1,200.0,3.7,156.0,58.0
ID_5168,1,1,150.0,3.3,49.0,6.0
ID_5169,1,1,300.0,3.7,431.0,212.0
ID_517,2,1,150.0,3.3,16.0,3.0
ID_5170,1,1,300.0,3.2,6.0,1.0
ID_5171,1,1,250.0,3.4,79.0,37.0
ID_5173,1,1,150.0,0.0,0.0,0.0
ID_5174,2,1,150.0,3.4,62.0,17.0
ID_5175,1,1,100.0,3.3,24.0,20.0
ID_5176,2,1,100.0,3.5,229.0,30.0
ID_5177,1,1,100.0,3.4,13.0,5.0
ID_5178,3,1,100.0,3.2,14.0,3.0
ID_5179,2,1,150.0,3.5,110.0,33.5
ID_518,2,1,250.0,3.6,39.0,17.0
ID_5180,2,1,200.0,3.3,12.0,0.0
ID_5181,1,1,150.0,3.4,123.0,37.0
ID_5183,1,1,150.0,3.6,10.0,2.0
ID_5184,2,1,300.0,3.3,6.0,0.0
ID_5185,1,1,100.0,3.6,30.0,10.0
ID_5187,1,1,200.0,3.3,9.0,2.0
ID_5188,1,1,100.0,3.5,40.0,3.0
ID_5189,1,1,200.0,3.9,76.0,13.0
ID_519,3,1,300.0,4.03,598.67,367.33
ID_5190,1,1,200.0,3.5,21.0,2.0
ID_5191,2,1,150.0,0.0,0.0,0.0
ID_5192,1,1,200.0,3.1,279.0,74.0
ID_5193,1,1,100.0,4.0,157.0,83.0
ID_5194,1,1,100.0,3.3,7.0,4.0
ID_5195,1,1,150.0,0.0,0.0,0.0
ID_5196,1,1,150.0,3.2,5.0,2.0
ID_5197,1,1,150.0,3.4,25.0,1.0
ID_5198,2,1,100.0,3.2,6.0,1.0
ID_5199,1,1,150.0,3.7,12.0,3.0
ID_52,1,1,100.0,3.7,38.0,22.0
ID_520,2,1,500.0,3.9,895.0,538.0
ID_5200,1,1,150.0,0.0,0.0,0.0
ID_5203,2,1,150.0,0.0,0.0,0.0
ID_5204,1,1,200.0,3.3,9.0,7.0
ID_5205,2,1,200.0,3.1,15.0,4.0
ID_5206,1,1,150.0,3.4,90.0,28.0
ID_5208,3,1,50.0,3.2,28.0,2.0
ID_5209,1,1,100.0,3.3,9.0,2.0
ID_521,1,1,100.0,3.7,181.0,40.0
ID_5210,1,1,150.0,3.8,25.0,12.0
ID_5211,1,1,200.0,3.2,28.0,13.0
ID_5212,2,1,225.0,3.3,70.0,22.5
ID_5213,1,1,200.0,3.8,398.0,53.0
ID_5214,2,1,200.0,3.4,80.0,46.0
ID_5215,1,1,200.0,3.4,85.0,45.0
ID_5216,3,1,200.0,3.6,67.0,29.0
ID_5217,1,1,150.0,3.7,88.0,9.0
ID_5218,2,1,150.0,3.6,19.5,7.5
ID_522,1,1,100.0,3.5,27.0,7.0
ID_5220,1,1,200.0,3.4,6.0,2.0
ID_5221,2,1,150.0,3.85,43.5,15.5
ID_5222,1,1,100.0,0.0,0.0,0.0
ID_5223,1,1,100.0,3.9,70.0,9.0
ID_5224,1,1,150.0,0.0,0.0,0.0
ID_5225,1,1,100.0,3.2,13.0,1.0
ID_5226,1,1,300.0,2.5,103.0,56.0
ID_5227,5,3,160.0,3.46,21.2,11.4
ID_5228,1,1,450.0,3.7,1199.0,582.0
ID_5229,1,1,200.0,3.5,59.0,33.0
ID_523,1,1,150.0,3.5,10.0,0.0
ID_5230,1,1,150.0,3.2,10.0,6.0
ID_5231,2,1,200.0,0.0,0.0,0.0
ID_5232,1,1,100.0,3.2,7.0,4.0
ID_5233,2,1,500.0,4.1,2138.0,1318.0
ID_5234,1,1,250.0,3.2,9.0,0.0
ID_5235,1,1,200.0,3.3,25.0,8.0
ID_5236,1,1,250.0,3.3,52.0,13.0
ID_5237,2,1,150.0,3.6,37.0,16.0
ID_5238,1,1,200.0,3.6,61.0,56.0
ID_5239,2,1,150.0,3.6,38.0,21.0
ID_524,1,1,100.0,3.6,62.0,33.0
ID_5240,1,1,100.0,3.1,8.0,1.0
ID_5241,1,1,200.0,3.7,228.0,94.0
ID_5242,1,1,250.0,2.5,51.0,27.0
ID_5245,1,1,100.0,3.6,38.0,18.0
ID_5246,1,1,100.0,0.0,0.0,0.0
ID_5247,1,1,150.0,0.0,0.0,0.0
ID_5248,2,2,400.0,4.5,300.0,201.0
ID_5249,1,1,100.0,0.0,0.0,0.0
ID_5252,5,3,270.0,3.62,178.4,90.4
ID_5253,5,3,230.0,2.14,35.4,13.0
ID_5254,1,1,200.0,0.0,0.0,0.0
ID_5255,1,1,150.0,3.3,8.0,0.0
ID_5256,1,1,200.0,3.7,37.0,27.0
ID_5257,1,1,100.0,3.3,8.0,2.0
ID_5258,1,1,200.0,2.6,119.0,17.0
ID_5259,1,1,100.0,3.8,51.0,32.0
ID_526,1,1,200.0,0.0,0.0,0.0
ID_5260,1,1,250.0,3.8,514.0,281.0
ID_5261,1,1,100.0,0.0,0.0,0.0
ID_5262,1,1,150.0,0.0,0.0,0.0
ID_5263,1,1,200.0,0.0,0.0,0.0
ID_5264,1,1,100.0,3.4,15.0,2.0
ID_5265,2,1,300.0,3.8,872.0,146.0
ID_5267,1,1,350.0,3.9,237.0,138.0
ID_5269,1,1,150.0,3.8,66.0,40.0
ID_527,1,1,200.0,4.1,335.0,130.0
ID_5270,1,1,200.0,3.5,39.0,16.0
ID_5271,2,1,150.0,3.1,7.0,3.0
ID_5272,1,1,150.0,0.0,0.0,0.0
ID_5274,1,1,400.0,2.8,20.0,1.0
ID_5275,1,1,100.0,0.0,0.0,0.0
ID_5276,1,1,300.0,0.0,0.0,0.0
ID_5277,4,2,200.0,3.9,397.5,213.0
ID_5278,1,1,300.0,4.3,164.0,103.0
ID_5279,2,1,150.0,3.3,27.0,9.0
ID_528,1,1,500.0,3.6,435.0,236.0
ID_5280,2,2,250.0,3.75,117.5,42.5
ID_5281,1,1,100.0,3.7,101.0,35.0
ID_5282,2,1,200.0,0.0,0.0,0.0
ID_5284,1,1,150.0,0.0,0.0,0.0
ID_5285,3,1,200.0,4.0,1408.0,851.0
ID_5286,2,1,350.0,3.5,42.0,24.0
ID_5287,1,1,150.0,3.2,6.0,4.0
ID_5288,1,1,100.0,3.4,20.0,0.0
ID_5289,1,1,200.0,3.6,42.0,24.0
ID_529,3,1,100.0,3.7,564.0,72.0
ID_5290,1,1,100.0,0.0,0.0,0.0
ID_5291,1,1,400.0,3.9,350.0,188.0
ID_5293,2,1,150.0,3.3,11.0,4.0
ID_5294,1,1,200.0,3.7,22.0,13.0
ID_5295,1,1,150.0,4.1,168.0,93.0
ID_5296,2,1,250.0,3.5,28.0,11.0
ID_5299,1,1,200.0,4.1,479.0,247.0
ID_53,1,1,150.0,0.0,0.0,0.0
ID_530,1,1,450.0,4.3,760.0,387.0
ID_5300,1,1,100.0,0.0,0.0,0.0
ID_5301,1,1,300.0,3.3,52.0,35.0
ID_5302,1,1,200.0,4.1,145.0,64.0
ID_5303,1,1,350.0,3.9,81.0,39.0
ID_5304,1,1,250.0,3.7,245.0,121.0
ID_5305,3,2,100.0,1.13,7.0,2.33
ID_5306,1,1,250.0,3.7,225.0,96.0
ID_5307,2,1,150.0,3.7,158.0,69.0
ID_5308,1,1,200.0,4.2,233.0,162.0
ID_5309,1,1,250.0,3.3,10.0,3.0
ID_531,1,1,550.0,4.0,467.0,242.0
ID_5310,1,1,350.0,4.3,226.0,128.0
ID_5311,1,1,200.0,3.2,8.0,4.0
ID_5312,2,1,150.0,3.8,229.0,64.0
ID_5313,1,1,250.0,3.0,8.0,4.0
ID_5315,1,1,350.0,4.3,55.0,32.0
ID_5316,1,1,200.0,3.8,60.0,18.0
ID_5317,1,1,200.0,3.9,57.0,29.0
ID_5319,1,1,200.0,3.7,21.0,14.0
ID_532,1,1,300.0,3.8,68.0,42.0
ID_5320,1,1,200.0,4.1,88.0,62.0
ID_5321,19,7,100.0,1.77,5.16,3.05
ID_5322,1,1,100.0,3.5,5.0,1.0
ID_5323,2,1,200.0,4.2,133.0,72.0
ID_5324,1,1,100.0,3.5,43.0,16.0
ID_5325,1,1,150.0,3.4,19.0,2.0
ID_5326,1,1,600.0,4.2,298.0,112.0
ID_5327,1,1,200.0,4.2,230.0,103.0
ID_5328,1,1,200.0,3.6,60.0,43.0
ID_5329,1,1,300.0,3.8,218.0,132.0
ID_533,1,1,200.0,3.6,126.0,49.0
ID_5332,1,1,550.0,4.7,7062.0,4966.0
ID_5334,1,1,200.0,3.3,76.0,29.0
ID_5335,2,1,200.0,3.1,105.0,25.0
ID_5336,2,1,150.0,3.4,13.0,3.0
ID_5337,1,1,150.0,2.8,115.0,65.0
ID_5338,1,1,400.0,3.8,117.0,66.0
ID_534,1,1,150.0,4.1,144.0,33.0
ID_5340,1,1,100.0,0.0,0.0,0.0
ID_5342,1,1,150.0,3.5,11.0,6.0
ID_5344,1,1,100.0,3.6,162.0,40.0
ID_5345,1,1,400.0,4.2,287.0,198.0
ID_5346,1,1,200.0,3.6,94.0,43.0
ID_5347,1,1,200.0,4.1,716.0,539.0
ID_5348,2,1,150.0,3.6,81.0,47.0
ID_5350,1,1,150.0,2.8,14.0,9.0
ID_5351,1,1,100.0,0.0,0.0,0.0
ID_5352,1,1,200.0,0.0,0.0,0.0
ID_5353,1,1,200.0,3.2,5.0,3.0
ID_5354,2,2,100.0,0.0,0.0,0.0
ID_5355,1,1,200.0,3.2,6.0,2.0
ID_5356,1,1,100.0,3.4,24.0,6.0
ID_5357,1,1,600.0,3.8,40.0,20.0
ID_5358,1,1,600.0,4.2,301.0,190.0
ID_5359,1,1,150.0,3.7,28.0,6.0
ID_536,1,1,150.0,3.8,17.0,14.0
ID_5360,1,1,600.0,4.0,635.0,214.0
ID_5361,1,1,200.0,0.0,0.0,0.0
ID_5362,1,1,350.0,4.1,100.0,59.0
ID_5363,1,1,200.0,2.9,29.0,7.0
ID_5364,2,1,100.0,4.3,237.0,96.0
ID_5366,1,1,250.0,3.7,287.0,130.0
ID_5367,1,1,150.0,3.3,34.0,6.0
ID_5368,2,1,50.0,0.0,0.0,0.0
ID_5369,1,1,100.0,3.4,12.0,1.0
ID_537,1,1,300.0,3.5,308.0,159.0
ID_5370,1,1,50.0,0.0,0.0,0.0
ID_5371,1,1,200.0,3.3,26.0,2.0
ID_5372,2,1,150.0,3.3,26.0,4.0
ID_5373,1,1,100.0,3.0,6.0,0.0
ID_5374,1,1,150.0,0.0,0.0,0.0
ID_5375,1,1,100.0,3.1,6.0,0.0
ID_5376,2,1,150.0,3.6,34.0,5.0
ID_5377,2,1,100.0,3.4,14.0,4.0
ID_5379,1,1,100.0,3.8,178.0,43.0
ID_538,2,1,100.0,0.0,0.0,0.0
ID_5380,2,1,200.0,4.0,1014.0,250.0
ID_5381,1,1,150.0,0.0,0.0,0.0
ID_5382,1,1,250.0,3.5,37.0,17.0
ID_5383,2,1,250.0,0.0,0.0,0.0
ID_5384,1,1,300.0,3.9,64.0,11.0
ID_5387,1,1,50.0,0.0,0.0,0.0
ID_5388,3,1,116.67,2.33,12.67,9.0
ID_5389,1,1,150.0,3.0,50.0,19.0
ID_539,1,1,200.0,3.1,6.0,0.0
ID_5390,1,1,300.0,3.7,68.0,49.0
ID_5391,2,1,200.0,4.3,304.0,147.0
ID_5392,1,1,250.0,3.8,692.0,448.0
ID_5393,4,1,300.0,3.9,232.0,105.0
ID_5394,1,1,400.0,4.1,196.0,90.0
ID_5395,1,1,150.0,4.0,432.0,79.0
ID_5396,2,2,400.0,4.2,738.0,400.0
ID_5397,1,1,250.0,0.0,0.0,0.0
ID_5398,1,1,600.0,4.4,257.0,172.0
ID_5399,1,1,150.0,3.8,284.0,121.0
ID_54,2,1,150.0,3.6,60.0,34.0
ID_540,3,2,100.0,0.0,0.0,0.0
ID_5400,4,2,262.5,4.53,2849.75,2069.25
ID_5401,1,1,150.0,4.2,124.0,109.0
ID_5402,2,1,100.0,3.7,60.0,36.0
ID_5403,1,1,200.0,2.8,4.0,0.0
ID_5404,1,1,100.0,0.0,0.0,0.0
ID_5405,2,1,150.0,3.5,20.0,16.0
ID_5406,1,1,250.0,0.0,0.0,0.0
ID_5407,1,1,100.0,3.6,30.0,5.0
ID_5408,1,1,150.0,0.0,0.0,0.0
ID_5409,3,1,250.0,4.2,84.0,62.0
ID_5410,1,1,150.0,3.4,20.0,13.0
ID_5411,1,1,200.0,0.0,0.0,0.0
ID_5412,1,1,250.0,4.0,383.0,193.0
ID_5413,1,1,100.0,3.7,108.0,40.0
ID_5414,2,1,150.0,3.85,89.0,33.0
ID_5415,1,1,200.0,3.6,88.0,46.0
ID_5416,2,1,550.0,4.0,848.0,536.0
ID_5417,2,1,150.0,3.0,61.0,8.0
ID_5418,1,1,100.0,3.5,33.0,2.0
ID_5419,1,1,300.0,3.2,4.0,2.0
ID_542,1,1,50.0,3.0,4.0,1.0
ID_5420,1,1,400.0,3.7,289.0,153.0
ID_5421,1,1,600.0,3.9,47.0,35.0
ID_5423,2,1,200.0,0.0,0.0,0.0
ID_5424,1,1,150.0,3.0,11.0,1.0
ID_5425,1,1,200.0,3.8,26.0,13.0
ID_5426,1,1,200.0,3.9,237.0,175.0
ID_5428,1,1,250.0,4.2,248.0,126.0
ID_5429,3,1,250.0,0.0,0.0,0.0
ID_543,1,1,250.0,0.0,0.0,0.0
ID_5430,1,1,300.0,4.2,707.0,377.0
ID_5431,1,1,550.0,4.1,432.0,258.0
ID_5432,2,1,350.0,4.4,76.0,65.0
ID_5433,1,1,250.0,4.4,773.0,477.0
ID_5434,1,1,200.0,3.9,104.0,44.0
ID_5435,1,1,50.0,3.2,7.0,0.0
ID_5436,1,1,150.0,3.7,19.0,14.0
ID_5438,1,1,250.0,3.6,215.0,62.0
ID_5439,2,2,200.0,3.9,313.5,131.0
ID_544,2,1,650.0,3.2,13.0,4.0
ID_5440,2,2,300.0,3.5,12.0,5.0
ID_5441,2,1,100.0,3.8,67.0,13.0
ID_5442,1,1,750.0,3.9,644.0,441.0
ID_5444,1,1,600.0,4.6,2783.0,1589.0
ID_5446,3,1,100.0,3.3,19.0,4.0
ID_5447,1,1,250.0,3.0,23.0,17.0
ID_5448,1,1,200.0,3.9,73.0,42.0
ID_545,1,1,300.0,3.4,148.0,90.0
ID_5450,1,1,200.0,4.0,522.0,265.0
ID_5451,1,1,100.0,3.0,48.0,13.0
ID_5452,1,1,150.0,0.0,0.0,0.0
ID_5453,1,1,150.0,3.1,11.0,4.0
ID_5454,1,1,150.0,3.8,19.0,11.0
ID_5455,1,1,200.0,0.0,0.0,0.0
ID_5456,2,1,100.0,3.8,269.0,113.0
ID_5457,1,1,200.0,3.6,39.0,20.0
ID_5458,1,1,150.0,0.0,0.0,0.0
ID_5459,1,1,150.0,0.0,0.0,0.0
ID_546,1,1,150.0,3.8,53.0,8.0
ID_5460,1,1,200.0,3.7,23.0,10.0
ID_5461,1,1,50.0,0.0,0.0,0.0
ID_5464,1,1,100.0,3.3,4.0,1.0
ID_5465,4,1,100.0,3.4,26.0,10.0
ID_5466,1,1,500.0,3.8,29.0,18.0
ID_5467,1,1,100.0,4.3,158.0,104.0
ID_5468,3,2,150.0,4.0,134.0,103.0
ID_5469,1,1,400.0,4.2,1048.0,634.0
ID_547,1,1,200.0,4.0,661.0,332.0
ID_5471,1,1,100.0,3.8,112.0,24.0
ID_5472,2,1,175.0,3.2,8.5,2.5
ID_5473,2,1,200.0,3.5,23.0,8.0
ID_5474,1,1,50.0,0.0,0.0,0.0
ID_5475,1,1,150.0,3.4,50.0,12.0
ID_5476,1,1,150.0,0.0,0.0,0.0
ID_5477,1,1,200.0,2.8,57.0,28.0
ID_5478,1,1,100.0,3.3,15.0,5.0
ID_5479,1,1,100.0,3.3,401.0,44.0
ID_548,2,1,150.0,0.0,0.0,0.0
ID_5482,1,1,250.0,3.1,33.0,12.0
ID_5483,2,2,200.0,3.5,26.0,5.0
ID_5484,2,2,150.0,3.5,34.0,3.0
ID_5485,1,1,200.0,3.6,227.0,76.0
ID_5486,1,1,200.0,3.7,92.0,47.0
ID_5487,2,1,200.0,3.4,100.0,23.0
ID_5488,1,1,350.0,0.0,0.0,0.0
ID_5489,1,1,200.0,2.7,23.0,10.0
ID_549,1,1,150.0,3.6,348.0,139.0
ID_5490,1,1,100.0,0.0,0.0,0.0
ID_5491,1,1,400.0,0.0,0.0,0.0
ID_5492,1,1,200.0,3.4,21.0,9.0
ID_5493,1,1,250.0,3.7,232.0,119.0
ID_5494,1,1,150.0,4.0,1975.0,1138.0
ID_5495,1,1,250.0,3.8,488.0,164.0
ID_5496,1,1,600.0,3.9,285.0,113.0
ID_5497,1,1,150.0,3.4,111.0,13.0
ID_5499,2,1,150.0,3.5,45.0,29.0
ID_55,1,1,500.0,4.0,2129.0,815.0
ID_550,3,1,200.0,3.2,20.0,8.0
ID_5500,4,1,100.0,3.1,57.0,13.0
ID_5501,1,1,100.0,3.2,10.0,2.0
ID_5502,1,1,100.0,3.4,17.0,1.0
ID_5503,1,1,100.0,3.9,2080.0,268.0
ID_5504,1,1,100.0,0.0,0.0,0.0
ID_5506,2,1,100.0,3.9,143.0,33.0
ID_5507,1,1,50.0,3.9,110.0,55.0
ID_5508,1,1,250.0,3.7,165.0,101.0
ID_5509,1,1,200.0,3.5,18.0,8.0
ID_551,3,1,150.0,0.0,0.0,0.0
ID_5511,1,1,100.0,3.5,49.0,7.0
ID_5512,1,1,100.0,0.0,0.0,0.0
ID_5513,1,1,200.0,3.4,19.0,4.0
ID_5514,1,1,100.0,3.5,42.0,16.0
ID_5515,3,1,100.0,4.0,304.0,108.0
ID_5516,2,1,200.0,0.0,0.0,0.0
ID_5517,1,1,50.0,3.4,24.0,13.0
ID_5519,2,1,150.0,0.0,0.0,0.0
ID_552,1,1,300.0,3.8,49.0,24.0
